severity,component,kind,token,file,line,yaml_path,context,decision,notes
HIGH,Gateway / Node-RED,mqtt_topic,casa/clima/stato_completo,nodered/Analysis/AI-climate/functions/bd8f422a0d46006f_Machine_Learning_domotico_locale_ad_alta_precisione.js,613,climate.ac_master.mode.legacy.confirmation.topic,"//let msgAndroid = { payload: datiAndroid, topic: ""casa/clima/stato_completo"" };",,
HIGH,Gateway / Node-RED,mqtt_topic,/esp8266/brink/fanspeed,nodered/Analysis/AI-climate/functions/bd8f422a0d46006f_Machine_Learning_domotico_locale_ad_alta_precisione.js,626,climate.vmc.speed.legacy.source.topic,"topic: ""/esp8266/brink/fanspeed"",",,
HIGH,Gateway / Node-RED,mqtt_topic,TeslaPowerwall/solar_instant_power,nodered/Analysis/AI-climate/functions/ea54c259689cd3c1_Machine_Learning_domotico_locale_ad_alta_precisione.js,7,energy.solar.power.legacy.source.topic,"else if (msg.topic === ""TeslaPowerwall/solar_instant_power"") {",,
HIGH,Gateway / Node-RED,mqtt_topic,TeslaPowerwall/SOE,nodered/Analysis/AI-climate/functions/ea54c259689cd3c1_Machine_Learning_domotico_locale_ad_alta_precisione.js,13,energy.battery.soc.legacy.source.topic,"else if (msg.topic === ""TeslaPowerwall/SOE"") {",,
HIGH,Gateway / Node-RED,mqtt_topic,casa/clima/stato_completo,nodered/Analysis/AI-climate/functions/ea54c259689cd3c1_Machine_Learning_domotico_locale_ad_alta_precisione.js,568,climate.ac_master.mode.legacy.confirmation.topic,"let msgAndroid = { payload: datiAndroid, topic: ""casa/clima/stato_completo"" };",,
HIGH,Gateway / Node-RED,mqtt_topic,/esp8266/brink/fanspeed,nodered/Analysis/AI-climate/functions/ea54c259689cd3c1_Machine_Learning_domotico_locale_ad_alta_precisione.js,581,climate.vmc.speed.legacy.source.topic,"topic: ""/esp8266/brink/fanspeed"",",,
HIGH,Gateway / Node-RED,mqtt_topic,emon/emonth5/humidex,nodered/Analysis/Android-APP-Bridge/functions/84374abab73c53ba_Gateway_Ambienti.js,10,env.living.humidex.legacy.source.topic,"case ""emon/emonth5/humidex"":",,
HIGH,Gateway / Node-RED,mqtt_topic,/esp8266/brink/fanspeed,nodered/Analysis/Android-APP-Bridge/functions/893cab22b022f9f7_Inbound_Router_VMC.js,19,climate.vmc.speed.legacy.source.topic,"topic: ""/esp8266/brink/fanspeed"",",,
HIGH,Gateway / Node-RED,mqtt_topic,TeslaPowerwall/solar_instant_power,nodered/Analysis/Android-APP-Bridge/functions/966f722b97b6dfd5_Gateway_Energia.js,13,energy.solar.power.legacy.source.topic,"case ""TeslaPowerwall/solar_instant_power"":",,
HIGH,Gateway / Node-RED,mqtt_topic,TeslaPowerwall/SOE,nodered/Analysis/Android-APP-Bridge/functions/966f722b97b6dfd5_Gateway_Energia.js,35,energy.battery.soc.legacy.source.topic,"case ""TeslaPowerwall/SOE"":",,
HIGH,Gateway / Node-RED,mqtt_topic,emon/shellyACS/tempACS,nodered/Analysis/Android-APP-Bridge/functions/966f722b97b6dfd5_Gateway_Energia.js,40,heating.dhw_puffer.temperature.legacy.source.topic,"case ""emon/shellyACS/tempACS"":",,
HIGH,Gateway / Node-RED,mqtt_topic,emon/resolDL2/sensor3,nodered/Analysis/Android-APP-Bridge/functions/966f722b97b6dfd5_Gateway_Energia.js,45,heating.puffer.top_temperature.legacy.source.topic,"case ""emon/resolDL2/sensor3"":",,
HIGH,Gateway / Node-RED,mqtt_topic,zara/domotics/lights/poolpump,nodered/Analysis/Android-APP-Bridge/functions/b5960f2b4677e29c_Outbound_Router_Luci.js,24,pool.pump.power.legacy.source.topic,"else if (inTopic.includes(""zara/domotics/lights/poolpump"")) {",,
HIGH,Gateway / Node-RED,mqtt_topic,zara/domotics/lights/poolskimmer,nodered/Analysis/Android-APP-Bridge/functions/b5960f2b4677e29c_Outbound_Router_Luci.js,28,pool.skimmer.power.legacy.source.topic,"else if (inTopic.includes(""zara/domotics/lights/poolskimmer"")) {",,
HIGH,Gateway / Node-RED,mqtt_topic,zara/domotics/lights/livinglamp,nodered/Analysis/Android-APP-Bridge/functions/b5960f2b4677e29c_Outbound_Router_Luci.js,44,lights.living.power.legacy.source.topic,"else if (inTopic.includes(""zara/domotics/lights/livinglamp"")) {",,
HIGH,Gateway / Node-RED,mqtt_topic,zara/domotics/AC/command,nodered/Analysis/Android-APP-Bridge/functions/bd8d66b09aae991f_Inbound_Router_Termostati.js,22,climate.ac_master.mode.legacy.source.topic,"targetTopic = ""zara/domotics/AC/command"";",,
HIGH,Gateway / Node-RED,mqtt_topic,casa/clima/stato_completo,nodered/Analysis/Android-APP-Bridge/functions/cb6b6b6eff77245e_Outbound_Router_VMC.js,7,climate.ac_master.mode.legacy.confirmation.topic,"} else if (inTopic === ""casa/clima/stato_completo"") {",,
HIGH,Gateway / Node-RED,mqtt_topic,casa/clima/cmnd/AI_climate_enabling,nodered/Analysis/Android-APP-Bridge/functions/cf899af1e8162086_Outbound_Router_Settaggi.js,18,settings.system.ai_enabled.legacy.source.topic,"else if (inTopic === ""casa/clima/cmnd/AI_climate_enabling"") {",,
HIGH,Gateway / Node-RED,mqtt_topic,casa/clima/stat/vmc_max_notte,nodered/Analysis/Android-APP-Bridge/functions/cf899af1e8162086_Outbound_Router_Settaggi.js,48,settings.climate.vmc_max_night.legacy.confirmation.topic,"else if (inTopic === ""casa/clima/stat/vmc_max_notte"") {",,
HIGH,Gateway / Node-RED,mqtt_topic,zara/domotics/time_range,nodered/Analysis/Android-APP-Bridge/functions/cf899af1e8162086_Outbound_Router_Settaggi.js,54,settings.climate.ai_grace_range.legacy.source.topic,"else if (inTopic === ""zara/domotics/time_range"") {",,
HIGH,Gateway / Node-RED,mqtt_topic,casa/clima/stato_completo,nodered/Analysis/Android-APP-Bridge/functions/fc51aac30db89430_Outbound_Router_Termostati.js,6,climate.ac_master.mode.legacy.confirmation.topic,"if (inTopic === ""casa/clima/stato_completo"") {",,
HIGH,Gateway / Node-RED,mqtt_topic,emon/focolare/powerraw,nodered/Analysis/Android-APP-Bridge/functions/funzione_ponte_caminetto_Ponte_Traduttore_Caminetto.js,56,fireplace.main.level.legacy.confirmation.topic,"if (msg.topic.includes(""emon/focolare/powerraw"")) {",,
HIGH,Gateway / Node-RED,broker_host,192.168.1.15,nodered/Original/flows-production-snapshot.json,1,brokers.emon.host,"[{""id"":""84d784119db55d44"",""type"":""tab"",""label"":""AI bollette luce gas"",""disabled"":false,""info"":"""",""env"":[]},{""id"":""4dd176bbb0a9fd30"",""type"":""tab"",""label"":""Android APP Bridge"",""disabled"":true,""info"":"""",""env"":[]},{""id"":""...",,
HIGH,Gateway / Node-RED,broker_host,192.168.1.20,nodered/Original/flows-production-snapshot.json,1,brokers.home.host,"[{""id"":""84d784119db55d44"",""type"":""tab"",""label"":""AI bollette luce gas"",""disabled"":false,""info"":"""",""env"":[]},{""id"":""4dd176bbb0a9fd30"",""type"":""tab"",""label"":""Android APP Bridge"",""disabled"":true,""info"":"""",""env"":[]},{""id"":""...",,
HIGH,Gateway / Node-RED,mqtt_topic,/esp8266/brink/fanspeed,nodered/Original/flows-production-snapshot.json,1,climate.vmc.speed.legacy.source.topic,"[{""id"":""84d784119db55d44"",""type"":""tab"",""label"":""AI bollette luce gas"",""disabled"":false,""info"":"""",""env"":[]},{""id"":""4dd176bbb0a9fd30"",""type"":""tab"",""label"":""Android APP Bridge"",""disabled"":true,""info"":"""",""env"":[]},{""id"":""...",,
HIGH,Gateway / Node-RED,mqtt_topic,TeslaPowerwall/SOE,nodered/Original/flows-production-snapshot.json,1,energy.battery.soc.legacy.source.topic,"[{""id"":""84d784119db55d44"",""type"":""tab"",""label"":""AI bollette luce gas"",""disabled"":false,""info"":"""",""env"":[]},{""id"":""4dd176bbb0a9fd30"",""type"":""tab"",""label"":""Android APP Bridge"",""disabled"":true,""info"":"""",""env"":[]},{""id"":""...",,
HIGH,Gateway / Node-RED,mqtt_topic,TeslaPowerwall/solar_instant_power,nodered/Original/flows-production-snapshot.json,1,energy.solar.power.legacy.source.topic,"[{""id"":""84d784119db55d44"",""type"":""tab"",""label"":""AI bollette luce gas"",""disabled"":false,""info"":"""",""env"":[]},{""id"":""4dd176bbb0a9fd30"",""type"":""tab"",""label"":""Android APP Bridge"",""disabled"":true,""info"":"""",""env"":[]},{""id"":""...",,
HIGH,Gateway / Node-RED,mqtt_topic,casa/clima/cmnd/AI_climate_enabling,nodered/Original/flows-production-snapshot.json,1,settings.system.ai_enabled.legacy.source.topic,"[{""id"":""84d784119db55d44"",""type"":""tab"",""label"":""AI bollette luce gas"",""disabled"":false,""info"":"""",""env"":[]},{""id"":""4dd176bbb0a9fd30"",""type"":""tab"",""label"":""Android APP Bridge"",""disabled"":true,""info"":"""",""env"":[]},{""id"":""...",,
HIGH,Gateway / Node-RED,mqtt_topic,casa/clima/cmnd/target_humidex,nodered/Original/flows-production-snapshot.json,1,settings.climate.target_humidex.legacy.source.topic,"[{""id"":""84d784119db55d44"",""type"":""tab"",""label"":""AI bollette luce gas"",""disabled"":false,""info"":"""",""env"":[]},{""id"":""4dd176bbb0a9fd30"",""type"":""tab"",""label"":""Android APP Bridge"",""disabled"":true,""info"":"""",""env"":[]},{""id"":""...",,
HIGH,Gateway / Node-RED,mqtt_topic,casa/clima/cmnd/vmc_max_notte,nodered/Original/flows-production-snapshot.json,1,settings.climate.vmc_max_night.legacy.source.topic,"[{""id"":""84d784119db55d44"",""type"":""tab"",""label"":""AI bollette luce gas"",""disabled"":false,""info"":"""",""env"":[]},{""id"":""4dd176bbb0a9fd30"",""type"":""tab"",""label"":""Android APP Bridge"",""disabled"":true,""info"":"""",""env"":[]},{""id"":""...",,
HIGH,Gateway / Node-RED,mqtt_topic,casa/clima/stat/target_humidex,nodered/Original/flows-production-snapshot.json,1,settings.climate.target_humidex.legacy.confirmation.topic,"[{""id"":""84d784119db55d44"",""type"":""tab"",""label"":""AI bollette luce gas"",""disabled"":false,""info"":"""",""env"":[]},{""id"":""4dd176bbb0a9fd30"",""type"":""tab"",""label"":""Android APP Bridge"",""disabled"":true,""info"":"""",""env"":[]},{""id"":""...",,
HIGH,Gateway / Node-RED,mqtt_topic,casa/clima/stat/vmc_max_notte,nodered/Original/flows-production-snapshot.json,1,settings.climate.vmc_max_night.legacy.confirmation.topic,"[{""id"":""84d784119db55d44"",""type"":""tab"",""label"":""AI bollette luce gas"",""disabled"":false,""info"":"""",""env"":[]},{""id"":""4dd176bbb0a9fd30"",""type"":""tab"",""label"":""Android APP Bridge"",""disabled"":true,""info"":"""",""env"":[]},{""id"":""...",,
HIGH,Gateway / Node-RED,mqtt_topic,casa/clima/stato_completo,nodered/Original/flows-production-snapshot.json,1,climate.ac_master.mode.legacy.confirmation.topic,"[{""id"":""84d784119db55d44"",""type"":""tab"",""label"":""AI bollette luce gas"",""disabled"":false,""info"":"""",""env"":[]},{""id"":""4dd176bbb0a9fd30"",""type"":""tab"",""label"":""Android APP Bridge"",""disabled"":true,""info"":"""",""env"":[]},{""id"":""...",,
HIGH,Gateway / Node-RED,mqtt_topic,cmnd/tasmota_86AD14/POWER,nodered/Original/flows-production-snapshot.json,1,lights.hifi.power.legacy.source.topic,"[{""id"":""84d784119db55d44"",""type"":""tab"",""label"":""AI bollette luce gas"",""disabled"":false,""info"":"""",""env"":[]},{""id"":""4dd176bbb0a9fd30"",""type"":""tab"",""label"":""Android APP Bridge"",""disabled"":true,""info"":"""",""env"":[]},{""id"":""...",,
HIGH,Gateway / Node-RED,mqtt_topic,cmnd/tasmota_F32F4F/TEMPTARGETSET,nodered/Original/flows-production-snapshot.json,1,climate.thermostat_living.target_temperature.legacy.source.topic,"[{""id"":""84d784119db55d44"",""type"":""tab"",""label"":""AI bollette luce gas"",""disabled"":false,""info"":"""",""env"":[]},{""id"":""4dd176bbb0a9fd30"",""type"":""tab"",""label"":""Android APP Bridge"",""disabled"":true,""info"":"""",""env"":[]},{""id"":""...",,
HIGH,Gateway / Node-RED,mqtt_topic,emon/emonth5/humidex,nodered/Original/flows-production-snapshot.json,1,env.living.humidex.legacy.source.topic,"[{""id"":""84d784119db55d44"",""type"":""tab"",""label"":""AI bollette luce gas"",""disabled"":false,""info"":"""",""env"":[]},{""id"":""4dd176bbb0a9fd30"",""type"":""tab"",""label"":""Android APP Bridge"",""disabled"":true,""info"":"""",""env"":[]},{""id"":""...",,
HIGH,Gateway / Node-RED,mqtt_topic,emon/focolare/powerraw,nodered/Original/flows-production-snapshot.json,1,fireplace.main.level.legacy.confirmation.topic,"[{""id"":""84d784119db55d44"",""type"":""tab"",""label"":""AI bollette luce gas"",""disabled"":false,""info"":"""",""env"":[]},{""id"":""4dd176bbb0a9fd30"",""type"":""tab"",""label"":""Android APP Bridge"",""disabled"":true,""info"":"""",""env"":[]},{""id"":""...",,
HIGH,Gateway / Node-RED,mqtt_topic,emon/resolDL2/sensor3,nodered/Original/flows-production-snapshot.json,1,heating.puffer.top_temperature.legacy.source.topic,"[{""id"":""84d784119db55d44"",""type"":""tab"",""label"":""AI bollette luce gas"",""disabled"":false,""info"":"""",""env"":[]},{""id"":""4dd176bbb0a9fd30"",""type"":""tab"",""label"":""Android APP Bridge"",""disabled"":true,""info"":"""",""env"":[]},{""id"":""...",,
HIGH,Gateway / Node-RED,mqtt_topic,emon/shellyACS/tempACS,nodered/Original/flows-production-snapshot.json,1,heating.dhw_puffer.temperature.legacy.source.topic,"[{""id"":""84d784119db55d44"",""type"":""tab"",""label"":""AI bollette luce gas"",""disabled"":false,""info"":"""",""env"":[]},{""id"":""4dd176bbb0a9fd30"",""type"":""tab"",""label"":""Android APP Bridge"",""disabled"":true,""info"":"""",""env"":[]},{""id"":""...",,
HIGH,Gateway / Node-RED,mqtt_topic,zara/domotics/AC/command,nodered/Original/flows-production-snapshot.json,1,climate.ac_master.mode.legacy.source.topic,"[{""id"":""84d784119db55d44"",""type"":""tab"",""label"":""AI bollette luce gas"",""disabled"":false,""info"":"""",""env"":[]},{""id"":""4dd176bbb0a9fd30"",""type"":""tab"",""label"":""Android APP Bridge"",""disabled"":true,""info"":"""",""env"":[]},{""id"":""...",,
HIGH,Gateway / Node-RED,mqtt_topic,zara/domotics/lights/livinglamp,nodered/Original/flows-production-snapshot.json,1,lights.living.power.legacy.source.topic,"[{""id"":""84d784119db55d44"",""type"":""tab"",""label"":""AI bollette luce gas"",""disabled"":false,""info"":"""",""env"":[]},{""id"":""4dd176bbb0a9fd30"",""type"":""tab"",""label"":""Android APP Bridge"",""disabled"":true,""info"":"""",""env"":[]},{""id"":""...",,
HIGH,Gateway / Node-RED,mqtt_topic,zara/domotics/lights/poolpump,nodered/Original/flows-production-snapshot.json,1,pool.pump.power.legacy.source.topic,"[{""id"":""84d784119db55d44"",""type"":""tab"",""label"":""AI bollette luce gas"",""disabled"":false,""info"":"""",""env"":[]},{""id"":""4dd176bbb0a9fd30"",""type"":""tab"",""label"":""Android APP Bridge"",""disabled"":true,""info"":"""",""env"":[]},{""id"":""...",,
HIGH,Gateway / Node-RED,mqtt_topic,zara/domotics/lights/poolskimmer,nodered/Original/flows-production-snapshot.json,1,pool.skimmer.power.legacy.source.topic,"[{""id"":""84d784119db55d44"",""type"":""tab"",""label"":""AI bollette luce gas"",""disabled"":false,""info"":"""",""env"":[]},{""id"":""4dd176bbb0a9fd30"",""type"":""tab"",""label"":""Android APP Bridge"",""disabled"":true,""info"":"""",""env"":[]},{""id"":""...",,
HIGH,Gateway / Node-RED,mqtt_topic,zara/domotics/palazzetti/acceso,nodered/Original/flows-production-snapshot.json,1,fireplace.main.power.legacy.confirmation.topic,"[{""id"":""84d784119db55d44"",""type"":""tab"",""label"":""AI bollette luce gas"",""disabled"":false,""info"":"""",""env"":[]},{""id"":""4dd176bbb0a9fd30"",""type"":""tab"",""label"":""Android APP Bridge"",""disabled"":true,""info"":"""",""env"":[]},{""id"":""...",,
HIGH,Gateway / Node-RED,mqtt_topic,zara/domotics/time_range,nodered/Original/flows-production-snapshot.json,1,settings.climate.ai_grace_range.legacy.source.topic,"[{""id"":""84d784119db55d44"",""type"":""tab"",""label"":""AI bollette luce gas"",""disabled"":false,""info"":"""",""env"":[]},{""id"":""4dd176bbb0a9fd30"",""type"":""tab"",""label"":""Android APP Bridge"",""disabled"":true,""info"":"""",""env"":[]},{""id"":""...",,
HIGH,Gateway / Node-RED,mqtt_topic,casa/clima/cmnd/AI_climate_enabling,scripts/nodered/generate_nodered_mapping.py,41,settings.system.ai_enabled.legacy.source.topic,"known={'casa/clima/cmnd/AI_climate_enabling':('system/set','MIGRATE_TO_JSON'),'casa/clima/stat/vmc_max_notte':('vmc/maxNightSpeed/state','KEEP_AS_STATE'),'casa/clima/cmnd/vmc_max_notte':('vmc/maxNightSpeed/set','KEEP_...",,
HIGH,Gateway / Node-RED,mqtt_topic,casa/clima/cmnd/vmc_max_notte,scripts/nodered/generate_nodered_mapping.py,41,settings.climate.vmc_max_night.legacy.source.topic,"known={'casa/clima/cmnd/AI_climate_enabling':('system/set','MIGRATE_TO_JSON'),'casa/clima/stat/vmc_max_notte':('vmc/maxNightSpeed/state','KEEP_AS_STATE'),'casa/clima/cmnd/vmc_max_notte':('vmc/maxNightSpeed/set','KEEP_...",,
HIGH,Gateway / Node-RED,mqtt_topic,casa/clima/stat/vmc_max_notte,scripts/nodered/generate_nodered_mapping.py,41,settings.climate.vmc_max_night.legacy.confirmation.topic,"known={'casa/clima/cmnd/AI_climate_enabling':('system/set','MIGRATE_TO_JSON'),'casa/clima/stat/vmc_max_notte':('vmc/maxNightSpeed/state','KEEP_AS_STATE'),'casa/clima/cmnd/vmc_max_notte':('vmc/maxNightSpeed/set','KEEP_...",,
HIGH,Gateway / Node-RED,mqtt_topic,casa/clima/stato_completo,scripts/nodered/generate_nodered_mapping.py,41,climate.ac_master.mode.legacy.confirmation.topic,"known={'casa/clima/cmnd/AI_climate_enabling':('system/set','MIGRATE_TO_JSON'),'casa/clima/stat/vmc_max_notte':('vmc/maxNightSpeed/state','KEEP_AS_STATE'),'casa/clima/cmnd/vmc_max_notte':('vmc/maxNightSpeed/set','KEEP_...",,
HIGH,Gateway / Node-RED,mqtt_topic,zara/domotics/time_range,scripts/nodered/generate_nodered_mapping.py,43,settings.climate.ai_grace_range.legacy.source.topic,"state_map={'zara/domotics/modalitavacanza':'system/holiday','zara/domotics/luciECO':'system/luci_eco','zara/domotics/luciPiscinaAuto':'system/luci_piscina_auto','zara/domotics/ACAuto':'system/ac_auto','zara/domotics/p...",,
HIGH,Gateway / Node-RED,mqtt_topic,TeslaPowerwall/SOE,scripts/nodered/generate_nodered_mapping.py,49,energy.battery.soc.legacy.source.topic,"pmap={'TeslaPowerwall/solar_instant_power':'energy/production','TeslaPowerwall/load_instant_power':'energy/consumption','TeslaPowerwall/site_instant_power':'energy/grid','TeslaPowerwall/SOE':'energy/battery','emon/emo...",,
HIGH,Gateway / Node-RED,mqtt_topic,TeslaPowerwall/solar_instant_power,scripts/nodered/generate_nodered_mapping.py,49,energy.solar.power.legacy.source.topic,"pmap={'TeslaPowerwall/solar_instant_power':'energy/production','TeslaPowerwall/load_instant_power':'energy/consumption','TeslaPowerwall/site_instant_power':'energy/grid','TeslaPowerwall/SOE':'energy/battery','emon/emo...",,
HIGH,Gateway / Node-RED,mqtt_topic,emon/emonth5/humidex,scripts/nodered/generate_nodered_mapping.py,49,env.living.humidex.legacy.source.topic,"pmap={'TeslaPowerwall/solar_instant_power':'energy/production','TeslaPowerwall/load_instant_power':'energy/consumption','TeslaPowerwall/site_instant_power':'energy/grid','TeslaPowerwall/SOE':'energy/battery','emon/emo...",,
HIGH,Gateway / Node-RED,mqtt_topic,emon/focolare/powerraw,scripts/nodered/generate_nodered_mapping.py,49,fireplace.main.level.legacy.confirmation.topic,"pmap={'TeslaPowerwall/solar_instant_power':'energy/production','TeslaPowerwall/load_instant_power':'energy/consumption','TeslaPowerwall/site_instant_power':'energy/grid','TeslaPowerwall/SOE':'energy/battery','emon/emo...",,
HIGH,Gateway / Node-RED,mqtt_topic,emon/resolDL2/sensor3,scripts/nodered/generate_nodered_mapping.py,49,heating.puffer.top_temperature.legacy.source.topic,"pmap={'TeslaPowerwall/solar_instant_power':'energy/production','TeslaPowerwall/load_instant_power':'energy/consumption','TeslaPowerwall/site_instant_power':'energy/grid','TeslaPowerwall/SOE':'energy/battery','emon/emo...",,
